Bar Diameter,Maximum bar length,Reinforcement Volume,Rebar Number,Mark,Total Bar Length,Quantity,Workset,Host Category,Host Mark,REBAR-PARTITION,WEIGHT IN KG,Style,Bend Diameter
12 mm,2651 mm,6296.64 cm³,1666,1525,55675 mm,21,STR-Model,Floor,,Ramp,49.491615,Standard,48 mm
12 mm,2651 mm,6296.64 cm³,1666,1525,55675 mm,21,STR-Model,Floor,,Ramp,49.491615,Standard,48 mm
12 mm,3826 mm,3893.90 cm³,1656,1515,34430 mm,9,STR-Model,Floor,,Ramp,30.606038,Standard,48 mm
12 mm,4865 mm,4952.31 cm³,1657,1657,43788 mm,9,STR-Model,Floor,,Ramp,38.925132,Standard,48 mm
12 mm,1400 mm,158.34 cm³,1659,1518,1400 mm,1,STR-Model,Floor,,Ramp,1.244523,Standard,48 mm
12 mm,2031 mm,4363.77 cm³,1655,1514,38584 mm,19,STR-Model,Floor,,Ramp,34.299241,Standard,48 mm
12 mm,2031 mm,4363.77 cm³,1655,1514,38584 mm,19,STR-Model,Floor,,Ramp,34.299241,Standard,48 mm
12 mm,3700 mm,1255.24 cm³,1679,1537,11099 mm,3,STR-Model,Wall,,Ramp,9.866172,Standard,48 mm
12 mm,3671 mm,1245.60 cm³,1677,1677,11014 mm,3,STR-Model,Wall,,Ramp,9.790422,Standard,48 mm
12 mm,1881 mm,638.04 cm³,1680,1538,5642 mm,3,STR-Model,Wall,,Ramp,5.014984,Standard,48 mm
12 mm,1881 mm,638.04 cm³,1680,1538,5642 mm,3,STR-Model,Floor,,Ramp,5.014984,Standard,48 mm
12 mm,1955 mm,663.23 cm³,1682,1540,5864 mm,3,STR-Model,Wall,,Ramp,5.213016,Standard,48 mm
12 mm,1955 mm,663.25 cm³,1682,1540,5864 mm,3,STR-Model,Floor,,Ramp,5.213129,Standard,48 mm
12 mm,1695 mm,574.96 cm³,1684,1542,5084 mm,3,STR-Model,Wall,,Ramp,4.519168,Standard,48 mm
12 mm,1700 mm,576.71 cm³,1685,1685,5099 mm,3,STR-Model,Floor,,Ramp,4.532933,Standard,48 mm
12 mm,1316 mm,1487.93 cm³,1688,1546,13156 mm,10,STR-Model,Structural Framing,B25,Beam,11.695134,Stirrup / Tie,48 mm
12 mm,1316 mm,1190.34 cm³,1688,1546,10525 mm,8,STR-Model,Structural Framing,B25,Beam,9.356107,Stirrup / Tie,48 mm
12 mm,1316 mm,1190.34 cm³,1688,1546,10525 mm,8,STR-Model,Structural Framing,B25,Beam,9.356107,Stirrup / Tie,48 mm
12 mm,1316 mm,1487.93 cm³,1688,1546,13156 mm,10,STR-Model,Structural Framing,B25,Beam,11.695134,Stirrup / Tie,48 mm
12 mm,1316 mm,1487.93 cm³,1688,1546,13156 mm,10,STR-Model,Structural Framing,B25,Beam,11.695134,Stirrup / Tie,48 mm
12 mm,1316 mm,1487.93 cm³,1688,1546,13156 mm,10,STR-Model,Structural Framing,B25,Beam,11.695134,Stirrup / Tie,48 mm
12 mm,1316 mm,1487.93 cm³,1688,1546,13156 mm,10,STR-Model,Structural Framing,B25,Beam,11.695134,Stirrup / Tie,48 mm
12 mm,1316 mm,1487.93 cm³,1688,1546,13156 mm,10,STR-Model,Structural Framing,B25,Beam,11.695134,Stirrup / Tie,48 mm
12 mm,1316 mm,1190.34 cm³,1688,1546,10525 mm,8,STR-Model,Structural Framing,B25,Beam,9.356107,Stirrup / Tie,48 mm
12 mm,1316 mm,1190.34 cm³,1688,1546,10525 mm,8,STR-Model,Structural Framing,B25,Beam,9.356107,Stirrup / Tie,48 mm
12 mm,3116 mm,39817.61 cm³,1748,1602,352065 mm,113,STR-Model,Structural Framing,B24,Beam,312.96644,Stirrup / Tie,48 mm
12 mm,3116 mm,46864.98 cm³,1748,1602,414377 mm,133,STR-Model,Structural Framing,B23,Beam,368.35873,Stirrup / Tie,48 mm
12 mm,2250 mm,38174.55 cm³,2867,2906,337537 mm,150,STR-Model,Wall,,PARAPET,300.051996,Standard,48 mm
12 mm,2250 mm,38174.55 cm³,2867,2906,337537 mm,150,STR-Model,Wall,,PARAPET,300.051996,Standard,48 mm
12 mm,12000 mm,14929.24 cm³,2893,2929,132003 mm,11,STR-Model,Wall,,PARAPET,117.343831,Standard,48 mm
12 mm,12000 mm,14929.24 cm³,2893,2929,132003 mm,11,STR-Model,Wall,,PARAPET,117.343831,Standard,48 mm
12 mm,7000 mm,8708.49 cm³,487,485,77000 mm,11,STR-Model,Wall,,PARAPET,68.448769,Standard,48 mm
12 mm,12000 mm,14929.24 cm³,2892,2929,132003 mm,11,STR-Model,Wall,,PARAPET,117.343831,Standard,48 mm
12 mm,12000 mm,14929.24 cm³,2892,2929,132003 mm,11,STR-Model,Wall,,PARAPET,117.343831,Standard,48 mm
12 mm,7000 mm,8708.49 cm³,487,485,77000 mm,11,STR-Model,Wall,,PARAPET,68.448769,Standard,48 mm
12 mm,2192 mm,33956.14 cm³,1763,1763,300238 mm,137,STR-Model,Wall,,PARAPET,266.895264,Standard,48 mm
12 mm,2250 mm,34866.09 cm³,2867,2906,308284 mm,137,STR-Model,Wall,,PARAPET,274.04749,Standard,48 mm
12 mm,9530 mm,11856.39 cm³,2636,2667,104833 mm,11,STR-Model,Wall,,PARAPET,93.191194,Standard,48 mm
12 mm,9530 mm,11856.39 cm³,2636,2667,104833 mm,11,STR-Model,Wall,,PARAPET,93.191194,Standard,48 mm
12 mm,7000 mm,8708.49 cm³,487,485,77000 mm,11,STR-Model,Wall,,PARAPET,68.448769,Standard,48 mm
12 mm,12000 mm,14929.24 cm³,2892,2929,132003 mm,11,STR-Model,Wall,,PARAPET,117.343831,Standard,48 mm
12 mm,12000 mm,14929.24 cm³,2892,2929,132003 mm,11,STR-Model,Wall,,PARAPET,117.343831,Standard,48 mm
12 mm,7000 mm,8708.49 cm³,487,485,77000 mm,11,STR-Model,Wall,,PARAPET,68.448769,Standard,48 mm
12 mm,2250 mm,61588.28 cm³,2867,2906,544560 mm,242,STR-Model,Wall,,PARAPET,484.083887,Standard,48 mm
12 mm,12000 mm,14928.85 cm³,433,433,132000 mm,11,STR-Model,Wall,,PARAPET,117.340748,Standard,48 mm
12 mm,12002 mm,14931.49 cm³,2890,2928,132023 mm,11,STR-Model,Wall,,PARAPET,117.361516,Standard,48 mm
12 mm,12002 mm,14931.49 cm³,2891,2928,132023 mm,11,STR-Model,Wall,,PARAPET,117.361516,Standard,48 mm
12 mm,8000 mm,9952.57 cm³,1767,1767,88000 mm,11,STR-Model,Wall,,PARAPET,78.227165,Standard,48 mm
12 mm,7000 mm,8708.49 cm³,487,485,77000 mm,11,STR-Model,Wall,,PARAPET,68.448769,Standard,48 mm
12 mm,2250 mm,61588.28 cm³,2867,2906,544560 mm,242,STR-Model,Wall,,PARAPET,484.083887,Standard,48 mm
12 mm,12002 mm,14931.49 cm³,2890,2928,132023 mm,11,STR-Model,Wall,,PARAPET,117.361516,Standard,48 mm
12 mm,12000 mm,14928.85 cm³,433,433,132000 mm,11,STR-Model,Wall,,PARAPET,117.340748,Standard,48 mm
12 mm,12002 mm,14931.49 cm³,2891,2928,132023 mm,11,STR-Model,Wall,,PARAPET,117.361516,Standard,48 mm
12 mm,8000 mm,9952.57 cm³,1767,1767,88000 mm,11,STR-Model,Wall,,PARAPET,78.227165,Standard,48 mm
12 mm,7000 mm,8708.49 cm³,487,485,77000 mm,11,STR-Model,Wall,,PARAPET,68.448769,Standard,48 mm
12 mm,6937 mm,2353.52 cm³,1781,1635,20810 mm,3,STR-Model,Floor,,SOG-Mesh Bottom Y,18.498668,Standard,48 mm
12 mm,1367 mm,463.66 cm³,1782,1636,4100 mm,3,STR-Model,Floor,,SOG-Mesh Bottom Y,3.644396,Standard,48 mm
12 mm,1380 mm,468.22 cm³,1789,1643,4140 mm,3,STR-Model,Structural Framing,,Ramp,3.680233,Standard,48 mm
12 mm,1380 mm,468.22 cm³,1789,1643,4140 mm,3,STR-Model,Structural Framing,,Ramp,3.680233,Standard,48 mm
12 mm,1380 mm,468.22 cm³,1789,1643,4140 mm,3,STR-Model,Structural Framing,,Ramp,3.680233,Standard,48 mm
12 mm,1380 mm,468.22 cm³,1789,1643,4140 mm,3,STR-Model,Structural Framing,,Ramp,3.680233,Standard,48 mm
12 mm,12000 mm,101787.60 cm³,433,433,900000 mm,75,STR-Model,Floor,,ROOF ADD.-MESH BOTTOM X,800.050552,Standard,48 mm
12 mm,11400 mm,96700.35 cm³,1825,1825,855019 mm,75,STR-Model,Floor,,ROOF ADD.-MESH BOTTOM X,760.064743,Standard,48 mm
12 mm,5415 mm,17760.65 cm³,2868,2910,157039 mm,29,STR-Model,Floor,,ROOF ADD.-MESH TOP X,139.598681,Standard,48 mm
12 mm,5415 mm,17760.65 cm³,2868,2910,157039 mm,29,STR-Model,Floor,,ROOF ADD.-MESH TOP X,139.598681,Standard,48 mm
12 mm,5415 mm,19597.95 cm³,2868,2910,173284 mm,32,STR-Model,Floor,,ROOF ADD.-MESH TOP X,154.039924,Standard,48 mm
12 mm,5400 mm,19543.67 cm³,2885,2923,172804 mm,32,STR-Model,Floor,,ROOF ADD.-MESH TOP X,153.61323,Standard,48 mm
12 mm,6000 mm,2035.80 cm³,2854,2891,18000 mm,3,STR-OUTER STRUCTURES,Structural Foundation,,OS-SwitchGear,16.001375,Standard,48 mm
12 mm,2400 mm,5700.38 cm³,2858,2895,50402 mm,21,STR-OUTER STRUCTURES,Structural Foundation,,OS-SwitchGear,44.805013,Standard,48 mm
12 mm,2400 mm,5700.21 cm³,2858,2895,50401 mm,21,STR-OUTER STRUCTURES,Structural Foundation,,OS-SwitchGear,44.803688,Standard,48 mm
12 mm,5350 mm,1815.21 cm³,1848,1705,16050 mm,3,STR-OUTER STRUCTURES,Slab Edge,,OS-SwitchGear,14.267568,Standard,48 mm
12 mm,5350 mm,1815.21 cm³,1848,1705,16050 mm,3,STR-OUTER STRUCTURES,Structural Foundation,,OS-SwitchGear,14.267568,Standard,48 mm
12 mm,3100 mm,1402.52 cm³,2847,2885,12401 mm,4,STR-OUTER STRUCTURES,Slab Edge,,OS-SwitchGear,11.0238,Standard,48 mm
12 mm,5350 mm,1815.21 cm³,1848,1705,16050 mm,3,STR-OUTER STRUCTURES,Slab Edge,,OS-SwitchGear,14.267568,Standard,48 mm
12 mm,5350 mm,605.07 cm³,1848,1705,5350 mm,1,STR-OUTER STRUCTURES,Slab Edge,,OS-SwitchGear,4.755856,Standard,48 mm
12 mm,1300 mm,3088.15 cm³,2848,2886,27305 mm,21,STR-OUTER STRUCTURES,Structural Foundation,,OS-SwitchGear,24.272826,Standard,48 mm
12 mm,1300 mm,3088.15 cm³,2848,2886,27305 mm,21,STR-OUTER STRUCTURES,Structural Foundation,,OS-SwitchGear,24.272826,Standard,48 mm
12 mm,5350 mm,605.07 cm³,1848,1705,5350 mm,1,STR-OUTER STRUCTURES,Slab Edge,,OS-SwitchGear,4.755856,Standard,48 mm
12 mm,2650 mm,899.12 cm³,1863,1863,7950 mm,3,STR-OUTER STRUCTURES,Slab Edge,,OS-SwitchGear,7.067113,Standard,48 mm
12 mm,2650 mm,899.12 cm³,1863,1863,7950 mm,3,STR-OUTER STRUCTURES,Slab Edge,,OS-SwitchGear,7.067113,Standard,48 mm
12 mm,9250 mm,3138.45 cm³,1885,2493,27750 mm,3,STR-OUTER STRUCTURES,Slab Edge,,OS-AHU,24.668225,Standard,48 mm
12 mm,2300 mm,12487.29 cm³,1877,1877,110412 mm,48,STR-OUTER STRUCTURES,Slab Edge,,OS-AHU,98.150107,Standard,48 mm
12 mm,9250 mm,3138.45 cm³,1885,2493,27750 mm,3,STR-OUTER STRUCTURES,Slab Edge,,OS-AHU,24.668225,Standard,48 mm
12 mm,2050 mm,695.55 cm³,1880,1730,6150 mm,3,STR-OUTER STRUCTURES,Slab Edge,,OS-AHU,5.467012,Standard,48 mm
12 mm,2050 mm,695.55 cm³,1880,1730,6150 mm,3,STR-OUTER STRUCTURES,Slab Edge,,OS-AHU,5.467012,Standard,48 mm
12 mm,4791 mm,24927.30 cm³,1882,1732,220406 mm,46,STR-OUTER STRUCTURES,Structural Foundation,,OS-AHU,195.928564,Standard,48 mm
12 mm,9250 mm,3138.45 cm³,1885,2493,27750 mm,3,STR-OUTER STRUCTURES,Structural Foundation,,OS-AHU,24.668225,Standard,48 mm
12 mm,9250 mm,3138.45 cm³,1885,2493,27750 mm,3,STR-OUTER STRUCTURES,Structural Foundation,,OS-AHU,24.668225,Standard,48 mm
12 mm,9476 mm,11789.12 cm³,2008,2008,104239 mm,11,STR-OUTER STRUCTURES,Structural Foundation,,OS-AHU,92.6625,Standard,48 mm
12 mm,12000 mm,13571.82 cm³,2865,2902,120001 mm,10,STR-OUTER STRUCTURES,Structural Foundation,,OS-AHU,106.674534,Standard,48 mm
12 mm,5355 mm,1211.27 cm³,1562,1562,10710 mm,2,STR-Model,Floor,,SOG-Mesh TOP Y,9.520602,Standard,48 mm
12 mm,4253 mm,962.09 cm³,1563,1752,8507 mm,2,STR-Model,Floor,,SOG-Mesh TOP Y,7.562041,Standard,48 mm
12 mm,10502 mm,2375.38 cm³,1908,1753,21003 mm,2,STR-Model,Floor,Upstand,SOG-Mesh TOP Y,18.670513,Standard,48 mm
12 mm,9627 mm,8710.53 cm³,1940,1790,77018 mm,8,STR-OUTER STRUCTURES,Wall,,OS-RAMP,68.464794,Standard,48 mm
12 mm,9676 mm,8754.58 cm³,1941,1941,77408 mm,8,STR-OUTER STRUCTURES,Wall,,OS-RAMP,68.811028,Standard,48 mm
12 mm,2280 mm,10831.43 cm³,1946,1796,95771 mm,42,STR-OUTER STRUCTURES,Wall,,OS-RAMP,85.13504,Standard,48 mm
12 mm,2280 mm,9026.15 cm³,1946,1796,79809 mm,35,STR-OUTER STRUCTURES,Wall,,OS-RAMP,70.945525,Standard,48 mm
12 mm,9300 mm,1051.81 cm³,2458,1885,9300 mm,1,STR-OUTER STRUCTURES,Slab Edge,,OS-AHU,8.267189,Standard,48 mm
12 mm,9300 mm,1051.81 cm³,2458,1885,9300 mm,1,STR-OUTER STRUCTURES,Slab Edge,,OS-AHU,8.267189,Standard,48 mm
12 mm,5350 mm,1815.21 cm³,1848,1705,16050 mm,3,STR-OUTER STRUCTURES,Structural Foundation,,OS-SwitchGear,14.267568,Standard,48 mm
12 mm,3000 mm,15948.04 cm³,353,353,141012 mm,47,STR-Model,Wall,W3,Wall,125.351605,Standard,48 mm
12 mm,2500 mm,13290.25 cm³,354,354,117512 mm,47,STR-Model,Wall,W3,Wall,104.461397,Standard,48 mm
12 mm,3000 mm,15948.04 cm³,353,353,141012 mm,47,STR-Model,Wall,W3,Wall,125.351605,Standard,48 mm
12 mm,2500 mm,13290.25 cm³,354,354,117512 mm,47,STR-Model,Wall,W3,Wall,104.461397,Standard,48 mm
12 mm,2050 mm,4869.43 cm³,2059,1908,43055 mm,21,STR-Model,Wall,,HCS-PARAPET,38.27371,Standard,48 mm
12 mm,2050 mm,4869.43 cm³,2059,1908,43055 mm,21,STR-Model,Wall,,HCS-PARAPET,38.27371,Standard,48 mm
12 mm,4263 mm,4821.48 cm³,2599,2631,42631 mm,10,STR-Model,Wall,,HCS-PARAPET,37.896829,Standard,48 mm
12 mm,4263 mm,4821.48 cm³,2599,2631,42631 mm,10,STR-Model,Wall,,HCS-PARAPET,37.896829,Standard,48 mm
12 mm,2050 mm,12057.63 cm³,2059,1908,106613 mm,52,STR-Model,Wall,,HCS-PARAPET,94.772997,Standard,48 mm
12 mm,2050 mm,12057.63 cm³,2059,1908,106613 mm,52,STR-Model,Wall,,HCS-PARAPET,94.772997,Standard,48 mm
12 mm,10576 mm,11961.45 cm³,2598,2630,105762 mm,10,STR-Model,Wall,,HCS-PARAPET,94.017032,Standard,48 mm
12 mm,10576 mm,11961.45 cm³,2598,2630,105762 mm,10,STR-Model,Wall,,HCS-PARAPET,94.017032,Standard,48 mm
12 mm,2050 mm,9506.98 cm³,2059,1908,84060 mm,41,STR-Model,Wall,,HCS-PARAPET,74.724863,Standard,48 mm
12 mm,2050 mm,9506.98 cm³,2059,1908,84060 mm,41,STR-Model,Wall,,HCS-PARAPET,74.724863,Standard,48 mm
12 mm,8069 mm,9125.52 cm³,2607,2639,80687 mm,10,STR-Model,Wall,,HCS-PARAPET,71.726619,Standard,48 mm
12 mm,8069 mm,9125.52 cm³,2607,2639,80687 mm,10,STR-Model,Wall,,HCS-PARAPET,71.726619,Standard,48 mm
12 mm,2046 mm,12493.12 cm³,2073,2073,110463 mm,54,STR-Model,Structural Framing,B5 (B400X650),HCS-BEAM,98.195938,Stirrup / Tie,48 mm
12 mm,5118 mm,578.86 cm³,2075,1925,5118 mm,1,STR-Model,Structural Framing,B15T (B400X750T),HCS-BEAM,4.549841,Standard,48 mm
12 mm,4936 mm,1116.55 cm³,2076,1926,9872 mm,2,STR-Model,Structural Framing,B15T (B400X750T),HCS-BEAM,8.776106,Standard,48 mm
12 mm,5118 mm,578.86 cm³,2075,1925,5118 mm,1,STR-Model,Structural Framing,B15T (B400X750T),HCS-BEAM,4.549841,Standard,48 mm
12 mm,4936 mm,558.28 cm³,2076,1926,4936 mm,1,STR-Model,Structural Framing,B15T (B400X750T),HCS-BEAM,4.388053,Standard,48 mm
12 mm,4352 mm,492.18 cm³,2131,2131,4352 mm,1,STR-Model,Structural Framing,B14T (B400X750T),HCS-BEAM,3.868554,Standard,48 mm
12 mm,1001 mm,5319.43 cm³,2102,1949,47034 mm,47,STR-Model,Floor,,HCS-FLOOR BOT,41.810714,Standard,48 mm
12 mm,10550 mm,3579.61 cm³,2103,2103,31651 mm,3,STR-Model,Floor,,HCS-FLOOR BOT,28.135772,Standard,48 mm
12 mm,2046 mm,10873.64 cm³,2073,2073,96144 mm,47,STR-Model,Structural Framing,B13 (B400X650),HCS-BEAM,85.466835,Stirrup / Tie,48 mm
12 mm,1946 mm,3740.75 cm³,2111,1958,33076 mm,17,STR-Model,Structural Framing,B12 (B400X600),HCS-BEAM,29.402329,Stirrup / Tie,48 mm
12 mm,1946 mm,3960.80 cm³,2111,1958,35021 mm,18,STR-Model,Structural Framing,B12 (B400X600),HCS-BEAM,31.131878,Stirrup / Tie,48 mm
12 mm,1946 mm,3740.75 cm³,2111,1958,33076 mm,17,STR-Model,Structural Framing,B11 (B400X600),HCS-BEAM,29.402329,Stirrup / Tie,48 mm
12 mm,2050 mm,1623.14 cm³,2059,1908,14352 mm,7,STR-Model,Wall,,HCS-PARAPET,12.757903,Standard,48 mm
12 mm,2050 mm,1623.14 cm³,2059,1908,14352 mm,7,STR-Model,Wall,,HCS-PARAPET,12.757903,Standard,48 mm
12 mm,1301 mm,1471.47 cm³,2606,2638,13011 mm,10,STR-Model,Wall,,HCS-PARAPET,11.565727,Standard,48 mm
12 mm,1301 mm,1471.94 cm³,2120,1967,13015 mm,10,STR-Model,Wall,,HCS-PARAPET,11.569463,Standard,48 mm
12 mm,4000 mm,904.78 cm³,2135,2135,8000 mm,2,STR-Model,Structural Framing,B4L (B400X750L),HCS-BEAM,7.11156,Standard,48 mm
12 mm,4164 mm,941.93 cm³,2142,2142,8328 mm,2,STR-Model,Structural Framing,B14TA (B400X750T),HCS-BEAM,7.403575,Standard,48 mm
12 mm,4343 mm,491.20 cm³,2393,2411,4343 mm,1,STR-Model,Structural Framing,B14TA (B400X750T),HCS-BEAM,3.860799,Standard,48 mm
12 mm,2206 mm,9729.05 cm³,2141,2141,86024 mm,39,STR-Model,Floor,,HCS-BEAM,76.470312,Stirrup / Tie,48 mm
12 mm,5346 mm,604.62 cm³,2144,1991,5346 mm,1,STR-Model,Structural Framing,B15TA (B400X750T),HCS-BEAM,4.752351,Standard,48 mm
12 mm,5346 mm,604.62 cm³,2144,1991,5346 mm,1,STR-Model,Structural Framing,B15TA (B400X750T),HCS-BEAM,4.752343,Standard,48 mm
12 mm,2206 mm,11724.14 cm³,2145,2145,103664 mm,47,STR-Model,Structural Framing,B15TA (B400X750T),HCS-BEAM,92.151702,Stirrup / Tie,48 mm
12 mm,5775 mm,653.09 cm³,2148,1993,5775 mm,1,STR-Model,Structural Framing,B15TA (B400X750T),HCS-BEAM,5.133323,Standard,48 mm
12 mm,7000 mm,791.68 cm³,487,485,7000 mm,1,STR-Model,Structural Framing,B15TA (B400X750T),HCS-BEAM,6.222615,Standard,48 mm
12 mm,3000 mm,678.58 cm³,621,621,6000 mm,2,STR-Model,Structural Framing,B15TA (B400X750T),HCS-BEAM,5.33367,Standard,48 mm
12 mm,1500 mm,339.29 cm³,2154,2000,3000 mm,2,STR-Model,Structural Framing,B15TA (B400X750T),HCS-BEAM,2.666835,Standard,48 mm
12 mm,10000 mm,1130.97 cm³,2168,2012,10000 mm,1,STR-Model,Structural Framing,B19L (B500X850L),HCS-BEAM,8.889451,Standard,48 mm
12 mm,5530 mm,1250.86 cm³,2172,2016,11060 mm,2,STR-Model,Structural Framing,B21L (B500X850L),HCS-BEAM,9.831732,Standard,48 mm
12 mm,9620 mm,26111.91 cm³,2175,2019,230880 mm,24,STR-TRENCH,Floor,,TRENCH,205.239635,Standard,48 mm
12 mm,6345 mm,2870.52 cm³,2176,2020,25381 mm,4,STR-Model,Floor,,SOG-Mesh Bottom X,22.562307,Standard,48 mm
12 mm,4565 mm,2065.27 cm³,2177,2021,18261 mm,4,STR-Model,Floor,,SOG-Mesh Bottom X,16.233018,Standard,48 mm
12 mm,6345 mm,2152.89 cm³,2176,2020,19036 mm,3,STR-Model,Floor,,SOG-Mesh TOP X,16.92173,Standard,48 mm
12 mm,4565 mm,1548.95 cm³,2177,2021,13696 mm,3,STR-Model,Floor,,SOG-Mesh TOP X,12.174763,Standard,48 mm
12 mm,7037 mm,17507.96 cm³,1398,1398,154804 mm,22,STR-Model,Floor,,SOG-Mesh Bottom Y,137.612578,Standard,48 mm
12 mm,6537 mm,2217.80 cm³,2180,2180,19610 mm,3,STR-Model,Floor,,SOG-Mesh Bottom Y,17.431934,Standard,48 mm
12 mm,7037 mm,17507.96 cm³,1398,1398,154804 mm,22,STR-Model,Floor,,SOG-Mesh TOP Y,137.612578,Standard,48 mm
12 mm,6537 mm,2217.80 cm³,2180,2180,19610 mm,3,STR-Model,Floor,,SOG-Mesh TOP Y,17.431934,Standard,48 mm
12 mm,1512 mm,684.24 cm³,2184,2184,6050 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,5.378102,Standard,48 mm
12 mm,1500 mm,678.81 cm³,2193,2033,6002 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,5.335432,Standard,48 mm
12 mm,750 mm,339.40 cm³,1495,1495,3001 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,2.667716,Standard,48 mm
12 mm,550 mm,248.93 cm³,2183,2028,2201 mm,4,STR-Model,Wall,,SOG-CATCH BASIN,1.95656,Standard,48 mm
12 mm,550 mm,248.93 cm³,2183,2028,2201 mm,4,STR-Model,Wall,,SOG-CATCH BASIN,1.95656,Standard,48 mm
12 mm,750 mm,339.40 cm³,1495,1495,3001 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,2.667716,Standard,48 mm
12 mm,550 mm,248.93 cm³,2183,2028,2201 mm,4,STR-Model,Wall,,SOG-CATCH BASIN,1.95656,Standard,48 mm
12 mm,550 mm,248.93 cm³,2183,2028,2201 mm,4,STR-Model,Wall,,SOG-CATCH BASIN,1.95656,Standard,48 mm
12 mm,750 mm,339.40 cm³,1495,1495,3001 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,2.667716,Standard,48 mm
12 mm,550 mm,248.93 cm³,2183,2028,2201 mm,4,STR-Model,Wall,,SOG-CATCH BASIN,1.95656,Standard,48 mm
12 mm,550 mm,248.93 cm³,2183,2028,2201 mm,4,STR-Model,Wall,,SOG-CATCH BASIN,1.95656,Standard,48 mm
12 mm,1452 mm,656.85 cm³,2186,2186,5808 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,5.162819,Standard,48 mm
12 mm,701 mm,317.30 cm³,2185,2185,2806 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,2.493982,Standard,48 mm
12 mm,526 mm,238.07 cm³,2188,2188,2105 mm,4,STR-Model,Wall,,SOG-CATCH BASIN,1.871221,Standard,48 mm
12 mm,526 mm,238.07 cm³,2187,2187,2105 mm,4,STR-Model,Wall,,SOG-CATCH BASIN,1.871204,Standard,48 mm
12 mm,750 mm,339.40 cm³,1495,1495,3001 mm,4,STR-Model,Wall,,SOG-CATCH BASIN,2.667716,Standard,48 mm
12 mm,750 mm,339.40 cm³,1495,1495,3001 mm,4,STR-Model,Wall,,SOG-CATCH BASIN,2.667668,Standard,48 mm
12 mm,1452 mm,656.85 cm³,2186,2186,5808 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,5.162819,Standard,48 mm
12 mm,701 mm,317.30 cm³,2185,2185,2806 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,2.493982,Standard,48 mm
12 mm,526 mm,238.07 cm³,2188,2187,2105 mm,4,STR-TRENCH,Wall,,SOG-CATCH BASIN,1.871221,Standard,48 mm
12 mm,526 mm,238.07 cm³,2187,2187,2105 mm,4,STR-TRENCH,Wall,,SOG-CATCH BASIN,1.871204,Standard,48 mm
12 mm,1452 mm,656.85 cm³,2186,2186,5808 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,5.162819,Standard,48 mm
12 mm,701 mm,317.30 cm³,2185,2185,2806 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,2.493982,Standard,48 mm
12 mm,526 mm,238.07 cm³,2188,2188,2105 mm,4,STR-TRENCH,Wall,,SOG-CATCH BASIN,1.871221,Standard,48 mm
12 mm,526 mm,238.07 cm³,2187,2187,2105 mm,4,STR-TRENCH,Wall,,SOG-CATCH BASIN,1.871204,Standard,48 mm
12 mm,1500 mm,678.81 cm³,2193,2033,6002 mm,4,STR-Model,Floor,,SOG-CATCH BASIN,5.335432,Standard,48 mm
12 mm,11360 mm,30834.86 cm³,2190,2190,272640 mm,24,STR-TRENCH,Floor,,TRENCH,242.36198,Standard,48 mm
12 mm,11370 mm,30862.82 cm³,2191,2035,272887 mm,24,STR-TRENCH,Wall,,TRENCH,242.581728,Standard,48 mm
12 mm,9850 mm,26736.21 cm³,2192,2192,236400 mm,24,STR-TRENCH,Wall,,TRENCH,210.146612,Standard,48 mm
12 mm,486 mm,2750.41 cm³,1407,1407,24319 mm,50,STR-Model,Floor,,SOG-Mesh TOP Y,21.618237,Standard,48 mm
12 mm,1436 mm,8118.15 cm³,1404,1404,71780 mm,50,STR-Model,Floor,,SOG-Mesh TOP Y,63.808671,Standard,48 mm
12 mm,4000 mm,12667.29 cm³,2297,2297,112003 mm,28,STR-Model,Floor,,SOG-Mesh Bottom X,99.56493,Standard,48 mm
12 mm,2680 mm,909.39 cm³,2197,2197,8041 mm,3,STR-Model,Floor,,SOG-Mesh Bottom X,7.147779,Standard,48 mm
12 mm,2680 mm,909.39 cm³,2197,2197,8041 mm,3,STR-Model,Floor,,SOG-Mesh TOP X,7.147779,Standard,48 mm
12 mm,3855 mm,12207.91 cm³,1450,1450,107942 mm,28,STR-Model,Floor,,SOG-Mesh TOP X,95.95416,Standard,48 mm
12 mm,11750 mm,5315.59 cm³,2277,2277,47000 mm,4,STR-Model,Floor,,SOG-Mesh TOP X,41.780503,Standard,48 mm
12 mm,7707 mm,3486.37 cm³,2232,2232,30826 mm,4,STR-Model,Floor,,SOG-Mesh TOP Y,27.402833,Standard,48 mm
12 mm,2500 mm,1131.10 cm³,2233,2233,10001 mm,4,STR-Model,Floor,,SOG-Mesh TOP Y,8.89045,Standard,48 mm
12 mm,7707 mm,3486.37 cm³,2232,2232,30826 mm,4,STR-Model,Floor,,SOG-Mesh Bottom Y,27.402833,Standard,48 mm
